"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"1400000US13063040512","Census Tract 405.12, Clayton County, Georgia","5387","711"
"1400000US13089021417","Census Tract 214.17, DeKalb County, Georgia","6047","509"
"1400000US13015960500","Census Tract 9605, Bartow County, Georgia","8280","895"
"1400000US13089021913","Census Tract 219.13, DeKalb County, Georgia","4801","632"
"1400000US13117130205","Census Tract 1302.05, Forsyth County, Georgia","4354","313"
"1400000US13067030502","Census Tract 305.02, Cobb County, Georgia","7080","558"
"1400000US13089021911","Census Tract 219.11, DeKalb County, Georgia","1973","358"
"1400000US13083040200","Census Tract 402, Dade County, Georgia","3936","318"
"1400000US13171970200","Census Tract 9702, Lamar County, Georgia","7512","670"
"1400000US13113140407","Census Tract 1404.07, Fayette County, Georgia","8417","566"
"1400000US13215010205","Census Tract 102.05, Muscogee County, Georgia","3712","362"
"1400000US13105000400","Census Tract 4, Elbert County, Georgia","4307","377"
"1400000US13021010300","Census Tract 103, Bibb County, Georgia","1048","167"
"1400000US13135050215","Census Tract 502.15, Gwinnett County, Georgia","2785","343"
"1400000US13255160200","Census Tract 1602, Spalding County, Georgia","7499","543"
"1400000US13295020301","Census Tract 203.01, Walker County, Georgia","5205","624"
"1400000US13151070111","Census Tract 701.11, Henry County, Georgia","9386","877"
"1400000US13285960700","Census Tract 9607, Troup County, Georgia","5702","522"
"1400000US13135050526","Census Tract 505.26, Gwinnett County, Georgia","4389","457"
"1400000US13121011410","Census Tract 114.10, Fulton County, Georgia","6666","638"
"1400000US13067031503","Census Tract 315.03, Cobb County, Georgia","9337","941"
"1400000US13121003500","Census Tract 35, Fulton County, Georgia","2022","404"
"1400000US13095010302","Census Tract 103.02, Dougherty County, Georgia","6160","714"
"1400000US13151070403","Census Tract 704.03, Henry County, Georgia","10902","919"
"1400000US13271950500","Census Tract 9505, Telfair County, Georgia","2820","450"
"1400000US13185011301","Census Tract 113.01, Lowndes County, Georgia","4524","581"
"1400000US13089022402","Census Tract 224.02, DeKalb County, Georgia","6725","603"
"1400000US13137000602","Census Tract 6.02, Habersham County, Georgia","7620","472"
"1400000US13287970300","Census Tract 9703, Turner County, Georgia","2852","404"
"1400000US13313000700","Census Tract 7, Whitfield County, Georgia","4380","397"
"1400000US13121011416","Census Tract 114.16, Fulton County, Georgia","5781","470"
"1400000US13285960800","Census Tract 9608, Troup County, Georgia","3763","432"
"1400000US13151070502","Census Tract 705.02, Henry County, Georgia","14327","1174"
"1400000US13185010402","Census Tract 104.02, Lowndes County, Georgia","7806","1007"
"1400000US13063040617","Census Tract 406.17, Clayton County, Georgia","1334","178"
"1400000US13261950600","Census Tract 9506, Sumter County, Georgia","2116","236"
"1400000US13153020109","Census Tract 201.09, Houston County, Georgia","9334","674"
"1400000US13137000601","Census Tract 6.01, Habersham County, Georgia","6679","704"
"1400000US13017960200","Census Tract 9602, Ben Hill County, Georgia","1462","217"
"1400000US13117130103","Census Tract 1301.03, Forsyth County, Georgia","4331","509"
"1400000US13199970500","Census Tract 9705, Meriwether County, Georgia","5087","284"
"1400000US13121004900","Census Tract 49, Fulton County, Georgia","2645","322"
"1400000US13105000100","Census Tract 1, Elbert County, Georgia","3838","402"
"1400000US13313000102","Census Tract 1.02, Whitfield County, Georgia","8661","615"
"1400000US13135050721","Census Tract 507.21, Gwinnett County, Georgia","8895","772"
"1400000US13093970200","Census Tract 9702, Dooly County, Georgia","2193","350"
"1400000US13233010300","Census Tract 103, Polk County, Georgia","5043","496"
"1400000US13135050534","Census Tract 505.34, Gwinnett County, Georgia","9215","737"
"1400000US13051010901","Census Tract 109.01, Chatham County, Georgia","4170","458"
"1400000US13121003100","Census Tract 31, Fulton County, Georgia","2026","219"
"1400000US13059140400","Census Tract 1404, Clarke County, Georgia","3534","426"
"1400000US13255160100","Census Tract 1601, Spalding County, Georgia","5521","520"
"1400000US13051011106","Census Tract 111.06, Chatham County, Georgia","5500","512"
"1400000US13063040606","Census Tract 406.06, Clayton County, Georgia","3596","405"
"1400000US13215010301","Census Tract 103.01, Muscogee County, Georgia","2510","194"
"1400000US13121011303","Census Tract 113.03, Fulton County, Georgia","9057","692"
"1400000US13121011412","Census Tract 114.12, Fulton County, Georgia","9412","655"
"1400000US13153021300","Census Tract 213, Houston County, Georgia","3974","442"
"1400000US13051003301","Census Tract 33.01, Chatham County, Georgia","1820","276"
"1400000US13223120301","Census Tract 1203.01, Paulding County, Georgia","6365","652"
"1400000US13135050311","Census Tract 503.11, Gwinnett County, Georgia","2762","260"
"1400000US13097080304","Census Tract 803.04, Douglas County, Georgia","5593","625"
